Unique_ID,Category,Review_Header,Review_text,Rating,Own_Rating
161900,smartTv,Value for money,Value for money,5,Positive
170513,smartTv,Worst product,very very very slow system. takes 10mins to start. excel files doesnt open at all. dont take this product,1,Negative
169938,books,Two Stars,started well but lost the momentum... At last less knowledge shared.,2,Negative
142865,mobile,Mi love,Mindblowing mobile in its price range..,5,Positive
159886,smartTv,Superb sound and Bass,This is one of the rare products for which u can forgot cost and buy the product.Although expensive the product is superb.connectivity is good and if ur phone is good u will get gr8 connectivity in house.sounds and bass are too good.it can feel ur whole room or evn hall,5,Positive
132318,smartTv,Small but powerful,Great product at this price range. Bass is pretty great and you'd be amazed how loud it sounds like at full volume.,5,Positive
111935,smartTv,Awesome,All working too good,5,Positive
137293,refrigerator,Worth buying,I'm happy with the purchase. It's been more than 3 months. Everything is fine. Best buy 14499₹,5,Positive
117931,smartTv,Five Stars,Best sound better then my JBL GO,5,Positive
162643,mobile,Value for money and works very well!,Very competitively priced product and buying it using a business account has it's own benefits. Working very well in my Galaxy Note 8,5,Positive
150086,mobile,Awesome buy. loved it!,Perfect balance of sounds. Pure Bliss for bass lovers. Value for money. *Edit*– It's been 2 months and right side's sound is gone! Although I'll say I have used it 24*7. It's been good.,3,Neutral
138728,mobile accessories,Not a good product of samsung,It is poor water handeling capacity and care dose not give warrenty in case of water damage,1,Negative
149453,mobile accessories,It's a samsung,Overall a good phone compared to the price... Display and battery is awesome.. Camera is a bit of concern.. Day time photos are good but at night time it's average.. All in all a good package,4,Positive
110648,mobile accessories,A good product,A good product,5,Positive
111860,mobile,Excellent,All super,4,Positive
115678,mobile,Battery,Battery is very low power than expected,5,Positive
164693,smartTv,Speaker,Very very good quality,5,Positive
122609,mobile accessories,Four Stars,Excellent phone,4,Positive
162904,smartTv,Help full for children,Very good,5,Positive
120799,mobile,Very Good Phone,Do not believe in any of the negative remarks given in the past review. This Phone very good. It is double value for this price. The Camera is so good. No Lag on the Phone and it is smooth,5,Positive
147070,mobile,Ok ok product,Noise cancellation is less,4,Positive
168554,books,Quality of the pages are not satisfactory,"i guess, the product i have received is not original one. The quality of the pages is so cheap. Like photocopy.",1,Negative
127240,smartTv,Good,Good,5,Positive
135572,books,Must read,I joined a new company few months back. I started worrying about too many things at work and started making silly mistakes. I wanted a cure. I searched for books that could help. I found this one. It helped me a lot. Good read and more real life examples. I loved it.,5,Positive
138918,refrigerator,"Kevin 32""","It looks like value for money.. some remote buttons not working in 32"" , but customer support is very appreciative , they help out to ur prob. Actually complete remote works for 43"" Pictures quality is mutch better than expectation. Sound is also gud.. But I faced an issue, USB takes too much time to processing..net connectivity is very gud.. Smart feature like YouTube Netflix hotstar any many more applications are also good.. Finally I suggest to buy it without any doubts...go for Kevin smarty TV 👍..",4,Positive
147434,mobile,Face recognition is total waste feature in this phone,Not good,1,Negative
135860,mobile accessories,No comment,I like the product,5,Positive
157387,mobile,Good for a budget phone,The camera is by far the only complaint I have about this phone. It does offer wide lens so is still not too bad. The performance is amazing for a budget phone. So far I am happy with the purchase.,4,Positive
117654,smartTv,BEST TV,"Best picture quality, Sound quality and screen quality",5,Positive
151793,smartTv,Detail about installation,Product have been received 23 apr but still thr is no call from installation or we have to contact them ?,4,Positive
117698,smartTv,NICE PRODUCT,Best product,5,Positive
140254,smartTv,Awesome speaker alexa,Item is nice but not able to make any call in India and it does not understand all voice command otherwise audio output is too good. Got this device for just 2700 and it is worth it,4,Positive
140079,mobile,Great,It's smilpy ossum!!!,5,Positive
127513,smartTv,Good Product,"Good Product,",5,Positive
119624,mobile,Value for money,"Can not expect more at a price of Rs.14.300 ( 6 GB +128 GB) in the great Indian sale (Rs 16999 -10% card discount + Rs 1000 Amazon pay cash back).Battery is a real moster but at 6000 mah capacity, the phone is a bit bulky.Camera is just above average and phone is reasonably fast.Go for the phone but expect nothing extraordinary except the battery.",4,Positive
148144,mobile,Ok,Ok,5,Positive
143755,smartTv,Battery remote,New batteries in the remote does not last even a single day,2,Negative
125083,smartTv,Nice,Good,4,Positive
152876,mobile,Fantastic,Really amazing phone Camera is super duper good quality And notch display is very fabulous,5,Positive
117929,mobile,Value for money,Best sound & picture quality & awsm structure.,5,Positive
164072,books,Get it now 👍😁,Very nice book,4,Positive
137154,smartTv,Awesome and simple to use,I was using chromecast from last 1 year but with this product total experiance is redefined.very simple to use and value for money,5,Positive
156122,mobile,Splendid,Superb deal during the sale and enjoying the smooth interface,5,Positive
169627,smartTv,Five Stars,phone is good delivery is faster than we expect .,5,Positive
142633,mobile,Motherboard crashed within 20 days.,Mat Lena bhai log...Mera phone 26 January Ko receive hua aur 15 Feb Ko dead....changed the motherboard 3 times...note 6 pro is better.,2,Negative
125434,mobile,Amazon forest is vary late,Good,4,Positive
123957,mobile,The cheap and best mobile which can compete with the flagship mobile models of all brands,Fingerprint reader is faster than the on screen fingerprint reader available on the other flagship mobiles. Camera front and rear are excellent which captures crisp clear images even on the low light. No other phone in the market with this m30s fetures and quality has such endless battery power supply,5,Positive
138148,mobile,Five Stars,Is this product support 4G network?,5,Positive
165489,smartTv,Display,White colour is displayed more then other colours like black and white tvs,2,Negative
161421,mobile accessories,Fair for the price range,"Usb C has to be there instead of micro usb, and also it should have fast charging feature",5,Positive
167050,mobile,item exactly as described,"a fantastic phone, the battery seems to be good",5,Positive
144703,smartTv,Good quality display. Software hangs at times.,Nice big TV at an economical price. Good display and sound. Android is a bit slower and hangs frequently. Remote build quality is poor. Overall satisfied because of the quality display at a reasonable price.,4,Positive
170277,mobile,good one,v good,5,Positive
128384,smartTv,Better in low budjet,Good in low budjet.,4,Positive
126157,mobile accessories,Good,Good,4,Positive
125071,mobile accessories,Value for money,Good,4,Positive
139714,mobile accessories,Very good phone,It's good,4,Positive
113960,books,Awesome book which changed my way of thinking,"Awesome book which changed my way of thinking. Who are really upset or fed up with their life please read this book, you will start loving your life and start exploring and experimenting things of your choice.",5,Positive
126031,mobile,Good,Good,4,Positive
120591,mobile,Showing error - Sim card not allowed.,Disappointed. Device is not working Showing error - Sim card not allowed.,1,Negative
148180,refrigerator,Ok,Ok,4,Positive
118601,mobile,Good,Budget phone,4,Positive
142757,mobile accessories,Value for money,Mi brand value,5,Positive
134019,mobile,Worst product ever!,"I am writing the review after using it for a month. The Outlook of the power bank is very attractive. But I don't think it's of 10000mah, battery capacity of my phone is 2730mah, but this power bank charges my phone for 1 and half time only. The power bank discharges automatically. It doesnt worth the price. Lenovo power banks are far better that this. Requesting you guys not to buy this.",1,Negative
119918,smartTv,Worth every penny!!!,"Combo phone in this price... Only the camera feature is less satisfying.. But, what more can you expect in such a small price.. Just go for it if you are not photo maniac...",5,Positive
161190,mobile accessories,Good phone at the pricing,Triple cam and 128gb!,5,Positive
129076,smartTv,Good,Good phone,5,Positive
150564,mobile accessories,Nice phone.,Phone is good. Battery life is awesome. Full day battery.. phone is slim and weight less. good to use. Gorilla glass 5 in back is gives a good look. Camera quality is good. drawbacks. Fingerprint reader is little bit slow. Slow response. Display is not full hd. Because of that display brightness is low.,4,Positive
165006,mobile,Worthless mobile.,Waste of buying this mobile... Totally waste. No worth of buying this mobile.. it is equal to 3000 rupees worth.,1,Negative
160299,mobile accessories,Gud phone for non game players,This phone is amazing the display is very nice and the battery backup is also gud for a user like me who don't play games and rather uses much for social media and office purpose ...believe me this is the best phone at this cost,5,Positive
137074,refrigerator,"The future of DSLR photography, blown away!","I was fed up with the amount of dust that the sensor of my Nikon D7100 was picking up and the number of times I was having to get it cleaned so was torn between getting shot of all my gear and moving to Canon, upgrading to the D7200 or looking at what was new to market. The D5600 had just been released and on paper looked amazing, so I decided to 'downgrade' to what is classed as a beginners camera. The camera was poorly packed by Amazon in a box that had a bare minimum of those air filled bags around it, so was rattling around inside the box and on opening it up it was obvious that the camera had been unpacked and packed back in the box again at sometime as the battery wasn't even in any plastic packing or where it should have been in the box. Like other buyers the camera came with a Europe two pin plug charger and no instruction book, but I took my first photo and loaded the photo into Picasa to view he shutter count and it showed a count of 1, so even though it looked as if the camera had been handled no pics had been taken before I took mine. I've purchased a genuine Nikon three pin charger plug for £20 and have downloaded a PDF of the manual from the Nikon website to make my purchase complete. Now for the positives, this camera is so light, the lightest SLR I've ever owned, it's lighter than some mobile phones I've owned, well balanced in my hand and had a good sized grip, I'm over 6ft so have very big hands and it doesn't feel like a toy at all. Having owned several Nikon DSLRs the controls and handling is natural, nothing new to get my head around, the LCD is large and clear, and covers lots of angles so I can shoot over crowds. The main selling feature of this camera is Snapbridge, once it's set up on your phone it really does work, Nikon have tried it with adaptors in the past that were hit and miss but they've nailed it this time, I shot with the camera and the photos are on my phone and I can post straight to Instagram, my Instagram followers must wonder what's going on! The 18-55 VR lens with the kit is turning out some crystal clear images and like the camera is amazingly light, focusing is quick and sharp. I've only had the camera for a week, but so far so good, let's hope I don't see the same sensor dust problems that the D7100 suffered with.",4,Positive
162497,mobile,Bad experience for 6a,"Very bad experience, mobile automatically gets switched off! After visiting service center found liquid damage but there's new thing is it's getting charged normal.",5,Positive
138245,smartTv,Average,It doesn't have Amazon prime app.. and we can download asphalt game but we can't play..,3,Neutral
166895,refrigerator,Good one..!!!,Yeah i like it ...😍😍,4,Positive
162320,mobile,6 GB phone in these price Range..!,"Very Good Brad Xiaomi is ,and high performance of Note series phone also with Qualcom processor ... All is good level in This phone , Thank you for eary shipping Amzon Prime",5,Positive
136345,refrigerator,Excellent and recommended,"I moved from smart band to smart watch, and indeed it is worth and proves to be right move. This watch is much faster (due to power processor and higher memory), bigger and clearer display, more accurate and easier to use. Functioning well and touch, color, display are awesome including user friendliness. I tested it including swimming, sleeping and it works well. Got two updates and installed successfully with no hassle. Having it's own GPS, is an added advantage to provide the accurate information and tracking. I only wish that it should have: a) More watch faces (especially clear with large font and not cluttered) to be available. b) Adaptive screen brightness (based on the light sensing) I recommended it. I got in a good deal during festive offer. Happy so far",5,Positive
110775,books,Awesome,A must read book,5,Positive
122839,smartTv,Excellent product,Excellent product and Quick delivery thanks amazon,5,Positive
157113,mobile,Sppechless,The best and affordable smartphone from Huawei. Most underrated smartphone ever! This is the best phone for adults who want to just stay with the technology.,5,Positive
156243,mobile accessories,Excellent,"Superb phone, very good pricing.",5,Positive
123758,mobile,👌,Finest,5,Positive
165581,mobile accessories,One Star,With just a little crash of one feet whole display is broken,1,Negative
112253,refrigerator,HeadsUp..,Amazing experience can't define through words.,5,Positive
153681,mobile,Premium Phone On A Budget ! And Its Fast Too !,"Samsung M30S is a beast when it comes to battery power, processing, speed and storage space. I got it just on the launch date. The Opal Black color looks very premium and the phone is aesthetically pleasing. It has been over a week and I have been using the phone without any issues. Clicked many photos and they are simply astounding. Photos clicked outdoors have great colors captured. Photos in Night mode are also good but with visible grains. Games like Call Of Duty & Pubg run smoothly without any lag and heating. The fingerprint scanner and face-unlock are quick. The OneUI is clutter-free and smooth and you also have the option to disable any Ads that might show in the notifications. The Power Mode and dark mode extends the battery juice and it lasts for one and a half-day on a single charge but I wish Samsung had provided with a 25W charger instead of 15W, as the phone takes 2 hours to get to 100% . I can recommend this phone to anyone though, as it has the latest specs, which should last long enough.",4,Positive
130797,books,It's really Everything,Good quality product,4,Positive
168308,mobile accessories,Four Stars,"good product, worth buying and good value for money",4,Positive
162350,books,Five Stars,Very Good book for beginers in the science of Astronomy.,5,Positive
116364,mobile,Excellent mobile worthy to buy,"Before unboxing i thought the mobile would be ok ok but when i opened the box, ""Mi A2""(6gbram 128gb memory) was eagerly waiting for me to switch on, later i thoroughly examined the picture, video and sound quality which was mind blowing it is really a worthy mobile to buy at such a price.",5,Positive
120334,smartTv,One Star,Defective product. Got the refund after a long ordeal.,1,Negative
112082,smartTv,Superb,Amazing,5,Positive
119055,mobile accessories,Only battery is ok.,"Camera is hopeless.Its not 48 mp.pictures are not sharp and clear There is some network issue also,notifications especially of whatspp, are not delivered promptly.tried all possible settings but the messages/notifications are delivered only on opening the whatsapp.some basic features like contact shortcut,screenshot with ease are missing. Could have done if i had not bought this mobile.",3,Neutral
148070,smartTv,Wow,OK,5,Positive
138633,books,Five Stars,It is good to know many things in our life,5,Positive
156684,mobile accessories,Good mobile,Thanks,5,Positive
132177,mobile accessories,Nice mobile,Great phone. Fast processer it is every thing that you want in a smart phone. Fast delivery 2 days before it's delivery date. Thanks Realms.,5,Positive
135265,mobile,First time Low quality mobile by Xiaomi,I have done big mistake.. mi A2 is only perfect in camera. It's battery discharged so early. And brightness is not good if you compare with redmi note 4. Mi A2 don't have mi security and app lock application.. while redmi note 4 have these apps.,2,Negative
139335,smartTv,Best tv in this price segment,"It's a great tv in this price tag. easy to install All android features, mirror cast, wifi connectivity. excellent display quality you tube, netflix tab on remote for easy access. eco mode for power saving and lots of features. good ram management, doesn't slow down/ hang like other tv do customer service centres all over india and the best part it's make in india model I am happy with this tv",4,Positive
112453,smartTv,Amazing product .,"Amazing product . Amazing quality , worth every rupee",5,Positive
140786,mobile,"Vivo U10 Electric Blue, 5000 mAH 18W Fast Charge, 4GB RAM, 64GB Storage ( in best price )","Its very very good product in offered price i bought. Loved features and color quality: Electric Blue, 5000 mAH 18W Fast Charge, 4GB RAM, 64GB Storage. Very fast charger. I loved this product and very happy to have this. Thanks amazon.",5,Positive
127791,books,Good book,Good book,5,Positive
112969,mobile,Five Stars,"Apple the best..,",5,Positive
144077,books,Nice,Nice,5,Positive
131640,smartTv,Geart,Great,5,Positive
162866,mobile,Superb,Very good,5,Positive
146379,mobile accessories,☺☺☺☺,Nice product... 😊😊😊,5,Positive
157722,smartTv,Go For The JBL GO,The look is cute. Sound quality is good for a room. But it's not waterproof. So be careful. Continuesly playing after getting and the battery life is superb. A nice buy. Go for it !!! 👍👍👍👍,4,Positive
121768,mobile,One of the best at this price,Everything is great at this price. The only problem is that this mobile does not have notification led...,5,Positive
152241,mobile accessories,One Star,Product was damage.,1,Negative
147383,books,Two Stars,Not fascinating as expected.,2,Negative
114040,smartTv,Awesome delivery.,Awesome delivery... Got the genuine product (Apple iPhone 7 128gb). I'm happy with it.. Keep up the good work Amazon...,5,Positive
162134,smartTv,Awesome ! Go for it,"Value for money. I just connected a mouse to this and installed nova launcher, now this is like a 32inch android phone haha. ! Overall great product and since this is made in India , I would recommend everyone to buy. They have toll free service centre lines which is good.",4,Positive
155096,smartTv,Everything is super at this price,Sound quality super and build quality ok,4,Positive
154483,mobile,Fast,Smoothly work,5,Positive
152246,mobile,Fake product received,"Product was defective not working hasdsfree properly and product was duplicated,",1,Negative
115356,mobile accessories,Battery low capacity,Battery Low capacity,5,Positive
160695,mobile,6000mah is good but don't think it will last for 2-3 days...,"This review is mainly for the people who are buying this for 6000mah battery and a 48mp camera. I had a Redmi 3S Prime which had a 4000mah battery with 5 inch screen at 720p resolution which lasted for around 1.5 - 2 days when it was new. This one has a 6000mah battery with 6.4 inch screen at FHD+ resolution, faster processor, higher resolution camera and far more sensors than the 3s. So it won't last as good as the Redmi 3s Prime. The phone will last for 1-1.5 days depending on the usage. Camera quality is just about average but with some good features. Almost all the phones of Samsung have SuperAMOLED display these days so that's also a plus point. 6000mah battery is a necessity in phones with above 6inch screen(FHD+). One UI is not as feature rich as MIUI but has better quality than MIUI. People are easily misleaded by the self proclaimed 'GYAANIs' on youtube these days.",4,Positive
142109,smartTv,Five Stars,Loud and clear sound best in under 1000,5,Positive
115850,mobile,Nice phone,"Battery life is good, sound quality is very nice.",5,Positive
147398,smartTv,One Star,Not getting connect with dell laptop.,1,Negative
162373,mobile,Amazing,"Very Good sound,Makes the experience of listening to music more Good.",4,Positive
127487,mobile accessories,Product Review,Good Product,5,Positive
126344,mobile accessories,Good,Good,5,Positive
164014,mobile,Review,Very nice .. fantastic camera...but I cannot find dual mode ..is dual and potrait mode is same?,4,Positive
114793,refrigerator,Five Stars,Awesome watch for buisnesmans & health conscious people.,5,Positive
111094,refrigerator,Great Smartwatch,Absolutely great... Authentic watch design feels great in hand... Bright display... Stacked to the brim with all features... The only disappointment is that Samsung pay isn't supported by s3 gear in India... Waiting for the update that rectifies that... Since my mobile is also a Samsung made i had full compatibility without any issues... Other stock Android devices from other company might not benefit completely by this watch... But if you have a Samsung mobile then do go for it... I got it during the sale for 18k... Which is worth every penny... Update: interface look absolutely great after the update to One UI i.e Tizen 4.0.0.4... interactive speed has also increased and the OS version is the same as the latest galaxy watch. One more reason to go for this rather than the latest galaxy watch.... Kudos to Samsung for backing up this old watch with latest updates... Just go for it,4,Positive
148685,books,Five Stars,One of all time great!,5,Positive
167234,smartTv,Five Stars,awesome,5,Positive
131169,mobile,Rdmi 5 Pro,"Good, worth for money",4,Positive
119756,mobile accessories,Value for money,Charges really fast. Heating a bit of an issue. Exceptional camera at this price range. Extra apps is an issue with MI,4,Positive
166990,mobile,Apple is apple,You dont dislike apple,5,Positive
115411,mobile accessories,Good Quality,Battery backup and performance very Good,5,Positive
158026,mobile,Aesome,"The phone is awesome...,im upgrading to redmi 6 pro from 5a so i did notice great performance.If your upgrading from top end phones you better go for 7 pro.. Anyway this purchase worth it.able to handle heavy games Camera is great than expected",4,Positive
148433,mobile accessories,Ok but not up to the mark as per price,Ok but better model available in this range,4,Positive
114318,mobile,Thanks honor thanks Amazon,Awesome phone good camera quality good display good battery life,5,Positive
156415,mobile,Superior quality,"Superior quality as always provided by Mi, the output conversion is about 80% as while we charge some power losts.... So no doubt that it is a superior quality by Mi..... Go for it as it's best in this price segment....",5,Positive
129455,refrigerator,Nice product,Good picture quality,5,Positive
121727,mobile,"Even 48MP camera not worthy, Samsung do something for this.","Everything is good except the camera. Neither the front nor the rear camera is what Samsung has claimed. It a lot way worse that 48MP. The network reception is also bad. That affects your net speed and calling quality. Rest is fine. If you can compromise on these points, then go for it.",3,Neutral
155458,mobile,Fn,Supb,5,Positive
123213,refrigerator,Minimum price this item....,Excillent refirigetar ..Market se 3000 kam hai ...I am very happy this item purchased ....,5,Positive
165661,mobile,Trust me you will be an Apple Fan after this.,Wonderful Battery. Stands out separately amongst competition. Fantabulous.,5,Positive
156908,mobile,Faulty piece provided.,"The Phone (Redmi Note 5 pro) bought by me, when delivered, turned out to be defective. Problems were: 1. Constant Rebooting 2. Continuous lag Now, the support team has said 10 days will be required for the technician to come and look at the phone and generate their report. Even after the same, 2 days would still be required to deliver other product as replacement. Very bad experience. The 1 star provided is too much from me.",1,Negative
151482,mobile accessories,Very bad phone...my exp very bad...,Poor sound quality....phone hanged after 1week...,1,Negative
152869,books,Awesome Book,"Really a powerful, simplicity and inspiring book, it's about an Andalusian shepherd boy named Santiago who travels from his homeland from Spain to the Egyptian desert in search of a treasure buried in the Pyramids",5,Positive
155531,smartTv,Super,Super,5,Positive
152687,mobile,Quality product in affordable range,Quality product in affordable range ..,5,Positive
125382,refrigerator,Good,Good,5,Positive
169398,mobile accessories,One Star,"not good .camera is not working properly,Audio missing when recording video.",1,Negative
170225,mobile accessories,Five Stars,too good and service is also good,5,Positive
169177,mobile,nice,nice,5,Positive
111969,smartTv,Fuddu dealer,Already used PC's and refresh mobile........Maddi gal aa poor service,1,Negative
132900,smartTv,Excellent laptop in budget,Happy with this product ..,5,Positive
112819,smartTv,Original product,An original piece at a discounted price,5,Positive
120407,mobile,Good Phone,Delivery is little bit delay but overall experience is good,4,Positive
151219,mobile,Budget is the best phone in catagory,Pictures quality it's awesome sounds very loudly but battery life average Overall experience phone is very awesome and super smooth working,3,Neutral
143544,mobile,The new mid -range kind from Samsung !,"My son gifted me Samsung M30s. I have been now using it for more than two weeks and I am extremely satisfied with phone . The phone has a beautiful display and it's also quite handy to work with . Well probably everyone would have talked about the battery , I will reiterate the same. It reminds me about the battery life of old nokia phones. It's that good. I think they can improve in the camera dept. a bit .. The phone's thickness is a bit on the higher side but the weight is not noticeable despite the 6000mAh battery. It's a good all rounded phone for people with screen display and battery life as their highest priority.",4,Positive
149129,smartTv,Black is Love😍,Ordered this mobile for my friend and you'll definitely fall in love as soon as you open the box. Not sure about the performance but look and quality wise no other brand can beat iphone,5,Positive
167109,smartTv,Five Stars,all good,5,Positive
143713,mobile accessories,Network signal received is very weak i have to return it back this product.,Network signal problem.,1,Negative
146583,refrigerator,Nice look and working is also good.......,"Nice working, look, price,.............Good deal...",5,Positive
117637,mobile,Awesome,Best phone yet from oneplus.,5,Positive
113303,refrigerator,Inferior product for use as fitness gadget,Attracted by the Gear S3's design and advertised features I bought this gadget in Mar-17. I am a walking and cycling enthusiast. Everything was fine till about 10 months. Subsequently I started facing problems. I now understand Gear S3 is not SWEAT RESISTANT. SWEAT has entered into the gadget and watch got badly damaged. Now I am asked to shell out about Rs.9K for servicing the Gear S3. Samsung now smartly downplays the water resistant feature of the gadget by responding to me as Gear S3 is NOT WATER PROOF. Guys out there who would like to use Gear S3 as fitness gadget be aware Gear S3 IS NOT A WORTHY WEARABLE TO BE USED AS A FITNESS GADGET. Don't feel feel bad after having paid Rs.28500 and the gadget stops functioning due to body sweat entering the gadget if used for fitness monitoring.,2,Negative
114503,refrigerator,Super,Awesome product,5,Positive
133411,mobile,Honor 9N Gaming Performance Super,Honor 9N Smartphone Is Good.Battery Performance Is Super and Camera Perfectly Capturing Photos. Nice Performance,5,Positive
163704,smartTv,Four Stars,Very good speaker,4,Positive
131400,mobile accessories,Unavoidable deal!!!!!!!!,Got it in 10800 with Hdfc Debit card discount.Unavoidable deal at this price. Screen is just awesome. Sound quality is also impressive.,5,Positive
126016,mobile accessories,Good,Good,5,Positive
167054,books,Five Stars,a great book.,5,Positive
166593,smartTv,Nice Product,Worth the spend. Good product in this price range,5,Positive
151829,refrigerator,Product is awesome,Product is awesome only dislike of product is no light in deep freeze,4,Positive
125963,smartTv,Best to next,Good,5,Positive
123120,smartTv,Just one Word,Excellent.,5,Positive
133183,mobile,Hi,Hi,5,Positive
137112,smartTv,Metz review,"I was pleasantly surprised. I did not expect such rich features, and picture clarity at this price point, but went by the ""German engineering"" tag, any case. There is absolutely no need, for an additional sound bar. Installation was done very professionally and ahead of schedule.",5,Positive
147932,smartTv,Review,Nothing to be commented,5,Positive
142469,mobile,M30S is a Powerfull Mobile Ghost,"M30s totally awesome.. mind blowing super amoled display.. very smooth display. Stunnig blue color. Build quality is good. Camera looking good. Gestures are awesome.. S Secure downloaded from Galaxy store, lock and mask option available.. expecting Knox secure in next update.. Battery toooo good. Very longtime with light weight mbl. Love it M30s",5,Positive
167144,smartTv,Five Stars,amazing,5,Positive
167610,mobile,Ok,charging quality very super but charger life medium,3,Neutral
114002,mobile,Awesome phone,Awesome camera ..........,5,Positive
128996,mobile,Nice mobile,Good phone,5,Positive
139379,mobile,Best in Class,"It's a phone that was wholeheartedly built to give them exactly what they need in a smartphone. Combining best-in-class performance, gorgeous design, multiple-days battery life and a powerful camera system, it truly is challenging everyone to.",4,Positive
155091,smartTv,Ripple noise,Sound quality reduced and ripple noise will coming after 3months,2,Negative
134311,smartTv,I got a good smartphone at a good price!,"I bought this mobile for 6000 price. From the Great Indian sale. In fact, at this price, better features are found. The camera, finger lock, face lock, and battery life work very well. All I can say is that the perfect smartphone for a middle class man. Can buy comfortably. I am happy. Thanks",5,Positive
166074,mobile,Worst phone,Worst indore video performance,2,Negative
132361,smartTv,"Great Packaging , Delivery and phone usage experience",Great product 😍,5,Positive
163393,mobile accessories,Very good product,Very good product,2,Negative
135999,smartTv,Very good,I like this product very much...,5,Positive
119571,mobile accessories,Camera and finger print,"Camera would be much better, pictures are not cleared and finger print doesn't work much faster.. Good battery life",3,Neutral
157471,mobile,Good phone for a reasonable price !!!,"The colour is good, the battery is also good and last for for more than a day in moderate use.",5,Positive
153783,mobile accessories,Awesome product Samsung Galaxy M20 (Value for Money).,"Samsung shown CUSTOMER DELIGHT at this cost, wonderful software, Faster communication Connectivity, sound level amazing. Battery back up wonderful. My 05 years old another Samsung mobile is still running in good condition, while 02.5 years old LENOVO VIBE K5, is very poorly working. Sincere ADVICE: ""STOP BUYING CHINESE COMPANIY'S MOBILES, AS THIS MONEY WILL BE INDIRECTLY USED FOR SPREADING TERRORISM IN INDIA"".",5,Positive
125221,mobile accessories,Good,Good,4,Positive
119925,mobile accessories,Phn,"Comfortable phn with low price, but system updation may cause you irritation",4,Positive
142886,refrigerator,Hardware is good software sucks.,"Mobile app Huawei health is decent and well organised. Very accurate in terms of all the measured metrics. Battery backup is excellent, comes upto 10-12 days easily. Disappointing there aren't many watch faces to choose from, music and camera controls aren't there. Definitely Need more watch faces or open the liteOS platform for developers to build. Musics & camera controls needs to be brought in along with other premium features.",5,Positive
143574,mobile,WORTH BUYING,NICE ITEM,4,Positive
127935,mobile,Noce,Good budget phone,5,Positive
130145,smartTv,It’s dam too good,Good product batter life is better and camera is osm,5,Positive
168441,smartTv,good buy!,"great sound, well controlled bass. even highest volume not coarse",5,Positive
114032,books,Knowledge,Awesome content in this book,5,Positive
158478,refrigerator,Good product,"The product is just awesome and I will suggest to buy this model having perfect specifications. No delay in delivery by amazon. Yes, but samsung service is somewhat slow, but that was done perfectly so no issue.",4,Positive
131471,mobile,Awesome,Got the phone the way it was expected...,5,Positive
138151,mobile,Very good,Is working as it was meant to be,5,Positive
167090,smartTv,picture problem,after one month i faced picture problem and so many compalints i had registerd but prorper soluction yet,1,Negative
129840,mobile accessories,Product is very good 👍,Good product,4,Positive
167723,smartTv,Five Stars,everything perfect,5,Positive
125746,mobile,Nice,Good,5,Positive
143510,mobile,Solve this this problem urgently,"My phone is not working properly. What can i do, this phone is hanging i need a new phone, built quality is too poor pls contact me by my email",1,Negative
132020,smartTv,Great deal.. Great product . Great amazon,Great packaging.. great delivery timings.. great apple.. 100% authentic product. I was very worried after hearing so many things about frauds on purchasing luxurious items like apple .. but I would reccomend amazon for buying apple products,5,Positive
141852,refrigerator,Nice,Liked,4,Positive
150903,mobile accessories,Iphone 6s,Picture Quality,4,Positive
136280,mobile accessories,Speedy Service,I loved the product. Received third day itself. Overall it's working fine until now. Good job team Amazon.,5,Positive
145141,mobile,Wonderful Product,Nice mobile in this price range. But selfy lovers can't buy this phone.,5,Positive
110264,mobile,Strangest product,100% satisfied,5,Positive
167828,mobile,"fingerprint reader"", ""camera quality"" and ""battery life"".","fingerprint reader"", ""camera quality"" and ""battery life"".",5,Positive
117240,mobile accessories,Samsung doing good,Best mid range phone,5,Positive
143472,mobile accessories,I want replacement for the products,My mobile and charger turns hot while charging. Reported the same in service centre but didn't got satisfactory answer.,1,Negative
152767,refrigerator,GOOD PRODUCT,RATE UNDER BUDGET,5,Positive
114018,mobile,Best in this price ai mode also good,Awesome camera mobile,5,Positive
138111,smartTv,Buy With Amazon Only.,Iphone the name is enough to buy the product. Amazon is the best ever website in terms of delivering quality product.,5,Positive
111247,mobile,Who want to buy Samsung phone only for regular usage this is good option,"After 20 days of usage this review I'm considering this price range Pros: * Great Amoled display * Great battery life * Ram management good * Prime video & Netflix videos playing in 1080p * 3.5mm jack sound output good. * Super Slow motion is good. * SAR Value head 0.468 w/kg Cons: * Average camera in indoor lighting condition * Bixby, knox, secure folder, inbuilt applock not available * slow fingerprint reader * Wide angle camera quality photo & video average * Compass sensor not working properly * Build quality and design very poor compared other brand at this price range * Slow software updates. Till now this device has august security patch running * No notification light * NO 4G+ Or LTE+ support * Average gaming performance * 5 GHz option not available in Hotspot * Signal strength also low compared from another brand phone. * Samsung one UI additional features missing in this device This is a not killer phone",4,Positive
155502,mobile,Super,Super,5,Positive
170396,mobile accessories,nic camera quality,very good product,5,Positive
114201,mobile accessories,Best phone low price awesome display great battery,Awesome oled display low price Great battery I had nexus and pixel before but this one is beast in terms of display and battery.. Phone great for gaming also never had a single problem,5,Positive
151600,mobile,Don't purchase,Price high,5,Positive
130595,mobile accessories,Five Stars,Good product...,5,Positive
143685,smartTv,Some apps are not working,Netflix is not working,2,Negative
